chrom	source	feature	pos1	pos2	strand	gene_id	gene_name	gene_type	all_padj	p1_padj	12w_padj
chr4	HAVANA	gene	12140264	12146731	+	ENSMUSG00000046667.14	Rbm12b1	protein_coding	0.995771399342396	0.976564655273435	0.993810677850739
chr11	HAVANA	gene	105126425	105140394	+	ENSMUSG00000020691.13	Mettl2	protein_coding	0.995772213407298	0.800519335007044	0.962865968104976
chr17	HAVANA	gene	36954356	36958559	-	ENSMUSG00000036315.13	Znrd1	protein_coding	0.995772245443867	0.840872919670684	0.972593498969217
chr13	HAVANA	gene	58157649	58164693	+	ENSMUSG00000050002.14	Idnk	protein_coding	0.995773830904584	0.995150332362842	0.960036967272908
chr17	HAVANA	gene	35335909	35336292	+	ENSMUSG00000091655.3	RP23-331E12.5	processed_pseudogene	0.995774009536717	0.997826986375218	0.968951681895829
chr18	HAVANA	gene	42252398	42252835	+	ENSMUSG00000096699.1	Rps19-ps4	processed_pseudogene	0.995774929914285	NA	NA
chr10	ENSEMBL	gene	128230590	128232790	-	ENSMUSG00000097526.1	Gm26847	lincRNA	0.995775241076497	0.998354269883382	NA
chr3	HAVANA	gene	65957758	65962036	+	ENSMUSG00000103041.1	RP24-372I24.4	antisense	0.995775615279391	0.995384321323244	0.988957842590035
chr12	HAVANA	gene	57230412	57239882	+	ENSMUSG00000079104.4	Prps1l3	protein_coding	0.995776236247109	0.99823185255901	0.972647754168757
chr7	HAVANA	gene	27838607	27856438	+	ENSMUSG00000078779.4	Zfp59	protein_coding	0.995776330693198	0.999692350854672	0.966156722330448
chr7	HAVANA	gene	27469771	27470535	-	ENSMUSG00000082016.3	Pgam1-ps2	processed_pseudogene	0.995776473847676	0.995372814638106	0.959291567822096
chr17	HAVANA	gene	15704967	17394898	+	ENSMUSG00000023852.13	Chd1	protein_coding	0.995777653892638	0.997469476804458	0.988554171127796
chr8	HAVANA	gene	71597648	71607936	+	ENSMUSG00000043243.15	Fam129c	protein_coding	0.995777995667619	0.997763886816499	0.979804308078023
chr12	HAVANA	gene	55836324	55869736	+	ENSMUSG00000012076.8	Brms1l	protein_coding	0.995778774603511	0.996343292919241	0.979978384118957
chr9	HAVANA	gene	103111787	103185276	+	ENSMUSG00000032549.7	Rab6b	protein_coding	0.995779472050989	0.583876532111385	0.962413836085777
chr6	ENSEMBL	gene	47788069	47788180	-	ENSMUSG00000065701.1	Rny1	misc_RNA	0.995779477377422	NA	0.959166848950625
chr13	HAVANA	gene	85126550	85127514	-	ENSMUSG00000096449.2	RP24-289J8.2	processed_pseudogene	0.995779986004619	NA	NA
chr6	HAVANA	gene	128609227	128623533	-	ENSMUSG00000030361.16	Klrb1a	protein_coding	0.995780546444509	NA	NA
chr17	HAVANA	gene	28769307	28778698	+	ENSMUSG00000004864.12	Mapk13	protein_coding	0.99578107114827	0.998432637092962	0.960232762562531
chr3	HAVANA	gene	108092789	108101432	+	ENSMUSG00000009108.15	Gnat2	protein_coding	0.995782372602102	0.970856631795485	0.953758718851762
chr7	HAVANA	gene	105744811	105752235	-	ENSMUSG00000030894.5	Tpp1	protein_coding	0.995782557673024	0.99621665167241	0.960362693065352
chr11	HAVANA	gene	54303798	54364756	+	ENSMUSG00000020333.17	Acsl6	protein_coding	0.99578268967899	0.994651787076014	0.988015702588436
chr19	ENSEMBL	gene	4984355	4989971	-	ENSMUSG00000045903.8	Npas4	protein_coding	0.995782936780839	NA	NA
chr15	HAVANA	gene	102028180	102032027	+	ENSMUSG00000023043.7	Krt18	protein_coding	0.995783238047522	0.996391987266399	0.961354395403114
chr2	HAVANA	gene	156312299	156375638	+	ENSMUSG00000038085.13	Cnbd2	protein_coding	0.995783320173212	0.998244147615655	0.966444237410637
chr2	HAVANA	gene	177460275	177460847	+	ENSMUSG00000083619.3	RP23-67E6.6	processed_pseudogene	0.995784119480892	0.782186562499625	0.959835647772005
chr14	HAVANA	gene	55591708	55603693	+	ENSMUSG00000047098.18	Rnf31	protein_coding	0.995784180825826	0.996556127828608	0.980279909274696
chr19	HAVANA	gene	11615523	11623719	-	ENSMUSG00000024680.12	Ms4a2	protein_coding	0.995784607804343	0.997636411634859	0.966211853259566
chr11	HAVANA	gene	97745481	97766556	-	ENSMUSG00000018541.10	Cwc25	protein_coding	0.995784624488336	0.998249045352482	0.961157464121862
chr2	HAVANA	gene	152780668	152831728	-	ENSMUSG00000007659.18	Bcl2l1	protein_coding	0.995784760957925	0.995451679572907	0.996548111028903
chr10	HAVANA	gene	59323296	59373304	+	ENSMUSG00000019916.14	P4ha1	protein_coding	0.995784833608431	0.899245706081382	0.980434676409122
chr3	HAVANA	gene	115943097	115944261	+	ENSMUSG00000105645.1	RP24-155C13.3	processed_pseudogene	0.995785381396548	NA	NA
chr7	HAVANA	gene	25687002	25705077	+	ENSMUSG00000002603.15	Tgfb1	protein_coding	0.995786338118575	0.999860011525257	0.966418535678334
chr7	HAVANA	gene	43672016	43678298	+	ENSMUSG00000038888.8	Ctu1	protein_coding	0.995786584229796	0.999608231797405	0.979844764238167
chr5	HAVANA	gene	114380607	114421169	+	ENSMUSG00000029577.13	Ube3b	protein_coding	0.995787327363225	0.995336684509837	0.987589860384596
chr4	HAVANA	gene	132530555	132533659	-	ENSMUSG00000054428.12	Atpif1	protein_coding	0.995787889873773	0.71196900465512	0.959840163082929
chr12	HAVANA	gene	114391712	114392169	-	ENSMUSG00000076677.1	Ighv6-3	IG_V_gene	0.995788066176879	NA	0.966001646765433
chr7	HAVANA	gene	66059003	66074587	+	ENSMUSG00000030512.13	Snrpa1	protein_coding	0.995788878202727	0.997708161871641	0.982114577669753
chr2	HAVANA	gene	114101170	114187024	-	ENSMUSG00000040383.16	Aqr	protein_coding	0.995790193357074	0.998085087407516	0.966405604270977
chr11	HAVANA	gene	50354462	50359699	+	ENSMUSG00000050087.3	Cby3	protein_coding	0.995791603227974	NA	NA
chr3	HAVANA	gene	45378398	45435623	+	ENSMUSG00000049100.15	Pcdh10	protein_coding	0.99579200996483	0.891969798450946	NA
chr9	HAVANA	gene	7558456	7568485	+	ENSMUSG00000005800.3	Mmp8	protein_coding	0.995792173573848	0.995075350021059	NA
chr13	HAVANA	gene	23867750	23895730	+	ENSMUSG00000021335.13	Slc17a1	protein_coding	0.995792371412185	0.976551009390934	0.97973784786043
chrX	HAVANA	gene	71050256	71156056	+	ENSMUSG00000059401.13	Mamld1	protein_coding	0.995792782442202	0.993958993167398	0.910231224879201
chr15	HAVANA	gene	68340983	68363176	-	ENSMUSG00000093387.1	RP23-61D6.1	lincRNA	0.995794412331459	NA	0.960834920436871
chr12	HAVANA	gene	98259060	98260307	+	ENSMUSG00000112860.1	RP23-304C21.4	antisense	0.995794987020385	0.998209940720463	0.97975022945629
chr9	HAVANA	gene	110532597	110618633	+	ENSMUSG00000044791.16	Setd2	protein_coding	0.995795869320707	0.998141273039776	0.981537417253863
chrX	HAVANA	gene	164506327	164539752	+	ENSMUSG00000031384.2	Asb9	protein_coding	0.995796083697918	0.997276381291966	0.978903185289176
chr6	HAVANA	gene	108577039	108660934	-	ENSMUSG00000087341.4	RP23-131B11.3	antisense	0.99579625460984	NA	0.960935372717982
chr12	HAVANA	gene	112720455	112746592	+	ENSMUSG00000072825.11	Cep170b	protein_coding	0.99579631183138	0.993092597352851	0.987451061100929
chr4	HAVANA	gene	134468320	134473843	+	ENSMUSG00000028832.11	Stmn1	protein_coding	0.995796922364503	0.551273252926971	0.966293065134277
chr11	HAVANA	gene	97777527	97782437	-	ENSMUSG00000071415.6	Rpl23	protein_coding	0.995797053493584	0.50230103239115	0.968562636429037
chr14	HAVANA	gene	66985239	67008877	-	ENSMUSG00000022051.15	Bnip3l	protein_coding	0.995798066700855	0.995963906581691	0.95996612173794
chr2	HAVANA	gene	103957986	103981878	+	ENSMUSG00000032698.15	Lmo2	protein_coding	0.99579862935415	0.813141400529004	0.939137114813797
chr8	HAVANA	gene	110846600	110882227	+	ENSMUSG00000031753.16	Cog4	protein_coding	0.995799217564078	0.998007672177319	0.972338464072617
chr17	ENSEMBL	gene	25985815	25988469	+	ENSMUSG00000097523.1	1700022N22Rik	lincRNA	0.995799376640236	NA	NA
chr10	HAVANA	gene	81233155	81252123	+	ENSMUSG00000034949.18	Zfr2	protein_coding	0.995799468759298	0.884640932135517	0.9588262746479
chr1	HAVANA	gene	155844964	155973255	-	ENSMUSG00000033671.18	Cep350	protein_coding	0.995799541282432	0.164238544934407	0.966330530406187
chr11	HAVANA	gene	86544991	86567360	+	ENSMUSG00000020513.15	Tubd1	protein_coding	0.995799660782239	0.997443772015968	0.965906459601296
chr2	HAVANA	gene	130684113	130697519	-	ENSMUSG00000074796.10	Slc4a11	protein_coding	0.995801328931304	0.998289951085399	0.961364488784763
chr7	HAVANA	gene	26304421	26307286	-	ENSMUSG00000108431.1	RP23-267I20.3	antisense	0.995801558716969	NA	0.970052889940585
chr4	HAVANA	gene	45105208	45108114	-	ENSMUSG00000078713.8	Tomm5	protein_coding	0.995802156035534	0.938598529393112	0.959735904745742
chr5	HAVANA	gene	21598740	21599547	+	ENSMUSG00000106135.1	RP23-6C10.3	processed_pseudogene	0.995803257062704	0.99412008974592	NA
chr7	HAVANA	gene	144896531	144900953	+	ENSMUSG00000031073.6	Fgf15	protein_coding	0.995803290113496	0.993408190335981	NA
chr12	HAVANA	gene	100110154	100123405	+	ENSMUSG00000021178.9	Psmc1	protein_coding	0.995803295116724	0.996331695333255	0.961033068681748
chr9	HAVANA	gene	75232020	75305451	+	ENSMUSG00000033590.8	Myo5c	protein_coding	0.995803804436235	0.938574533971915	0.972580374303163
chr2	HAVANA	gene	58821070	59160683	-	ENSMUSG00000036641.9	Ccdc148	protein_coding	0.995803943171345	0.992933011688333	0.980249898631945
chr15	HAVANA	gene	73723145	73758766	+	ENSMUSG00000059895.13	Ptp4a3	protein_coding	0.995803958543814	0.9968953332761	0.96055105237282
chr1	HAVANA	gene	13668771	13701723	+	ENSMUSG00000067813.3	Xkr9	protein_coding	0.995803960831624	NA	0.959918377024415
chr12	HAVANA	gene	87238868	87266256	-	ENSMUSG00000021038.17	Vipas39	protein_coding	0.995804504757433	0.998748785627596	0.959991292790412
chr12	HAVANA	gene	102742230	102743661	-	ENSMUSG00000096458.7	Moap1	protein_coding	0.995804527285764	0.997683260089559	0.961623124626807
chr2	HAVANA	gene	181715016	181720985	+	ENSMUSG00000027584.16	Oprl1	protein_coding	0.995804620647009	0.998538541739138	NA
chr11	HAVANA	gene	115315192	115322041	-	ENSMUSG00000045288.10	Ush1g	protein_coding	0.995804624011547	NA	NA
chrX	HAVANA	gene	163513904	163549677	-	ENSMUSG00000031364.2	Grpr	protein_coding	0.995805761753748	0.996342619407119	NA
chr3	HAVANA	gene	159495433	159529955	+	ENSMUSG00000028175.15	Depdc1a	protein_coding	0.99580576596515	0.999701917689545	NA
chr12	HAVANA	gene	28751803	28869865	+	ENSMUSG00000036613.8	Tssc1	protein_coding	0.995805776532199	0.998258615386061	0.962360032681303
chr6	HAVANA	gene	8259450	8597480	+	ENSMUSG00000107705.1	RP24-267I24.5	protein_coding	0.995805796644998	0.770412944608224	0.958535554979094
chr17	HAVANA	gene	27422387	27513341	-	ENSMUSG00000063239.16	Grm4	protein_coding	0.995806029419399	0.994667535721675	NA
chr15	HAVANA	gene	78479256	78495271	-	ENSMUSG00000068227.9	Il2rb	protein_coding	0.995806843616176	0.998715379416119	0.960195115548042
chr16	HAVANA	gene	91611468	91623861	+	ENSMUSG00000085337.1	RP23-388P2.5	processed_transcript	0.995807058662285	NA	NA
chr1	HAVANA	gene	58646688	58647239	+	ENSMUSG00000059647.5	Cbx3-ps7	processed_pseudogene	0.995807773165576	NA	NA
chr6	HAVANA	gene	8948431	9249032	+	ENSMUSG00000046178.3	Nxph1	protein_coding	0.995808073969031	0.994136470857731	NA
chr5	HAVANA	gene	103425192	103598303	+	ENSMUSG00000034573.14	Ptpn13	protein_coding	0.995808790866162	0.995284269409821	0.980297892966951
chr8	HAVANA	gene	65617900	66471637	+	ENSMUSG00000036469.16	March1	protein_coding	0.995808941013278	0.9951432158392	0.995770859102341
chr4	HAVANA	gene	133679008	133756769	-	ENSMUSG00000007880.16	Arid1a	protein_coding	0.995809015785497	0.72204249760564	0.959804611044042
chr7	HAVANA	gene	141429744	141437892	-	ENSMUSG00000019082.18	Slc25a22	protein_coding	0.99580906604607	0.822588583905213	0.983129900550035
chr4	HAVANA	gene	49661611	49845744	-	ENSMUSG00000039579.15	Grin3a	protein_coding	0.995809110475806	0.999269987294036	0.972522512549117
chr3	HAVANA	gene	58102996	58104247	-	ENSMUSG00000069008.3	RP24-279N5.1	processed_pseudogene	0.995809238561132	0.995984859754224	0.987994243900756
chr13	HAVANA	gene	47009533	47010945	-	ENSMUSG00000114858.1	RP23-81N4.5	processed_pseudogene	0.995809282366082	NA	NA
chr5	HAVANA	gene	39613935	39755475	-	ENSMUSG00000051022.7	Hs3st1	protein_coding	0.995810211328488	0.993827014819985	0.994457171723125
chr17	HAVANA	gene	87025550	87035810	+	ENSMUSG00000024146.9	Cript	protein_coding	0.995810991202717	0.999661356114163	0.980036104280219
chr8	HAVANA	gene	71704205	71704968	-	ENSMUSG00000110569.1	RP23-162M13.9	processed_pseudogene	0.995811038223298	0.861165109098531	0.974931404038627
chr12	HAVANA	gene	8511201	8562681	+	ENSMUSG00000112276.1	RP23-416K18.1	antisense	0.995811624412893	NA	NA
chr17	HAVANA	gene	8372396	8422728	+	ENSMUSG00000058159.13	T2	processed_transcript	0.995811744078217	0.999290298743168	NA
chr4	HAVANA	gene	108181738	108218048	-	ENSMUSG00000034645.14	Zyg11a	protein_coding	0.995811857946818	0.995495336164827	NA
chr15	HAVANA	gene	98893351	98895175	+	ENSMUSG00000116033.1	RP23-278C10.6	antisense	0.995812269010264	NA	NA
chr17	HAVANA	gene	33016863	33033402	-	ENSMUSG00000067430.7	Zfp763	protein_coding	0.995812317893996	0.99816678081819	0.966814143836467
chr14	HAVANA	gene	32856756	32939491	+	ENSMUSG00000050666.14	Vstm4	protein_coding	0.995812408816478	0.503319158006464	0.980043914618713
chr11	HAVANA	gene	51584757	51604489	+	ENSMUSG00000020359.13	Phykpl	protein_coding	0.995812881678848	0.99387051868368	0.992972226343529
chr7	HAVANA	gene	104299894	104315466	-	ENSMUSG00000066258.13	Trim12a	protein_coding	0.995813156590413	0.997346820419679	0.766766143325999
chr2	HAVANA	gene	91457511	91513779	+	ENSMUSG00000027253.15	Lrp4	protein_coding	0.995813364787947	0.998619151674803	0.972477780840487
chr1	HAVANA	gene	191224454	191226140	+	ENSMUSG00000073478.6	AC115896.3	lincRNA	0.995813860241772	0.999082003956465	0.961302925723579
chr2	HAVANA	gene	156420909	156543214	+	ENSMUSG00000027624.19	Epb41l1	protein_coding	0.995814173949005	0.993851972497618	0.980443551460694
chr2	HAVANA	gene	65316430	65364034	-	ENSMUSG00000061171.15	Slc38a11	protein_coding	0.995814218579019	0.852710169771035	0.782482620201954
chr7	HAVANA	gene	67231163	67372858	-	ENSMUSG00000030557.17	Mef2a	protein_coding	0.995814894397886	0.997775488855356	0.961396116583751
chr11	HAVANA	gene	74383356	74610915	-	ENSMUSG00000038807.18	Rap1gap2	protein_coding	0.995815523627775	0.938562131818054	0.987977833908072
chr11	HAVANA	gene	116677483	116681290	-	ENSMUSG00000110170.1	RP23-313J14.7	protein_coding	0.995815790552041	0.976732444706332	0.94006049463777
chr1	HAVANA	gene	4857814	4897909	+	ENSMUSG00000033813.15	Tcea1	protein_coding	0.995815849480241	0.994179081289843	0.991823497818272
chr19	ENSEMBL	gene	4907229	4928287	-	ENSMUSG00000063904.3	Dpp3	protein_coding	0.995816087979113	0.996970310432391	0.979979267211202
chr1	HAVANA	gene	135584773	135599948	+	ENSMUSG00000054412.5	RP24-409F22.1	antisense	0.99581612863333	NA	NA
chr13	HAVANA	gene	113042759	113046386	-	ENSMUSG00000021760.4	Gpx8	protein_coding	0.995816301480397	0.853077307416557	0.981772470470875
chr10	HAVANA	gene	83600033	83648738	-	ENSMUSG00000020263.14	Appl2	protein_coding	0.995817697037795	0.993326542393594	0.995756284196573
chrX	HAVANA	gene	100729873	100738895	+	ENSMUSG00000019359.14	Gdpd2	protein_coding	0.99581916661781	0.997554571798531	0.961624954943864
chr7	HAVANA	gene	30945248	30956803	-	ENSMUSG00000058239.13	Usf2	protein_coding	0.995820143927872	0.987773423168089	0.989039431650185
chr4	HAVANA	gene	98355370	98383306	-	ENSMUSG00000028563.16	Tm2d1	protein_coding	0.995820239097064	0.998243770549322	0.965813648407783
chr6	HAVANA	gene	124808661	124810619	+	ENSMUSG00000038451.13	Spsb2	protein_coding	0.995820587842096	0.99700097247911	0.983940844172657
chr5	HAVANA	gene	90132229	90132675	+	ENSMUSG00000043618.9	Eif5al3-ps	processed_pseudogene	0.995821500828049	0.999451914836367	0.972614669719331
chr8	HAVANA	gene	105660334	105660787	-	ENSMUSG00000080021.5	AC127419.2	processed_pseudogene	0.99582213608225	0.99589534527137	0.993535698147505
chr8	HAVANA	gene	84974484	84978718	-	ENSMUSG00000052837.6	Junb	protein_coding	0.995822551719196	0.954053556119191	0.738666241520415
chrX	HAVANA	gene	134748461	134751417	-	ENSMUSG00000050394.14	Armcx6	protein_coding	0.995822796230329	0.961102762213132	0.99797985800848
chr1	HAVANA	gene	75546266	75562172	+	ENSMUSG00000006576.16	Slc4a3	protein_coding	0.995823499959853	0.995850556315053	0.980217732772223
chr10	HAVANA	gene	81266960	81273246	+	ENSMUSG00000004931.11	Apba3	protein_coding	0.995823740385777	0.997162591948126	0.959655827506614
chr4	HAVANA	gene	123665881	123671217	+	ENSMUSG00000087307.1	RP23-247I20.1	antisense	0.995823793274612	0.996673313070738	NA
chr2	HAVANA	gene	152293828	152313996	+	ENSMUSG00000027465.13	Tbc1d20	protein_coding	0.99582385840262	0.996596477419806	0.997702533775786
chr4	HAVANA	gene	145510759	145539188	+	ENSMUSG00000078503.9	RP23-282N17.7	protein_coding	0.995824162357458	0.995280329470784	0.991820413839786
chr2	HAVANA	gene	25272478	25285915	+	ENSMUSG00000026965.12	Anapc2	protein_coding	0.995824225492226	0.998077333154155	0.981557033423512
chr4	HAVANA	gene	99193934	99259787	+	ENSMUSG00000028550.15	Atg4c	protein_coding	0.995824682972601	0.911450636471583	0.962957407995323
chr3	HAVANA	gene	66219910	66225805	+	ENSMUSG00000027832.5	Ptx3	protein_coding	0.995824771341218	0.766199370511503	NA
chr13	HAVANA	gene	52967209	52981073	-	ENSMUSG00000056749.7	Nfil3	protein_coding	0.995825793245823	0.993462831902775	0.988277126483939
chr14	HAVANA	gene	37077857	37098347	-	ENSMUSG00000021803.10	Cdhr1	protein_coding	0.995825826803508	0.996433479625094	NA
chr5	HAVANA	gene	103861973	103911259	-	ENSMUSG00000029312.12	Klhl8	protein_coding	0.995826128213055	0.999114259876438	0.980137573772746
chr8	HAVANA	gene	10899922	10903893	+	ENSMUSG00000109089.1	RP23-366O14.6	processed_transcript	0.995827102201281	NA	0.988158509357275
chr17	HAVANA	gene	46428926	46431776	+	ENSMUSG00000023968.15	Crip3	protein_coding	0.995827247978335	NA	NA
chr11	HAVANA	gene	106263179	106272972	-	ENSMUSG00000078619.10	Smarcd2	protein_coding	0.995827454581718	0.99417896480759	0.988141651346924
chr14	HAVANA	gene	31131053	31139124	+	ENSMUSG00000071547.4	Nt5dc2	protein_coding	0.995827551361467	0.161358788698162	0.961662861827149
chr3	HAVANA	gene	33799832	33814860	+	ENSMUSG00000027677.17	Ttc14	protein_coding	0.995827647213758	0.986300962906576	0.9591625105324
chr6	HAVANA	gene	3333194	3346128	-	ENSMUSG00000106734.3	RP24-328P2.5	processed_transcript	0.995828830477386	0.99621239020395	0.980702342852929
chr6	HAVANA	gene	70572633	70573230	+	ENSMUSG00000076596.3	Igkv3-10	IG_V_gene	0.995829266589194	NA	0.96069462889707
chr6	HAVANA	gene	91684053	91759066	+	ENSMUSG00000030096.8	Slc6a6	protein_coding	0.995830124002228	0.92985525087165	0.988985937663147
chr3	HAVANA	gene	60472830	60629750	+	ENSMUSG00000027763.13	Mbnl1	protein_coding	0.99583041232018	0.976544837047743	0.976461680272855
chr7	HAVANA	gene	18839966	18865402	+	ENSMUSG00000040987.15	Mill2	protein_coding	0.995830475825908	0.636499895310594	0.998667061264681
chr11	HAVANA	gene	94408391	94474198	-	ENSMUSG00000020866.17	Cacna1g	protein_coding	0.995831016576923	0.994239508702266	0.959846173524447
chr16	HAVANA	gene	33829665	33949153	+	ENSMUSG00000022817.14	Itgb5	protein_coding	0.995831260567282	0.995274321841747	0.990096229028344
chr2	HAVANA	gene	30344809	30359337	-	ENSMUSG00000026860.16	Sh3glb2	protein_coding	0.995832157416227	0.994942625893833	0.960170170382868
chr2	HAVANA	gene	128610104	128687391	-	ENSMUSG00000014355.10	Anapc1	protein_coding	0.995832453581585	0.831474652817455	0.959391355663598
chr15	HAVANA	gene	98831669	98871204	-	ENSMUSG00000048154.17	Kmt2d	protein_coding	0.995834225377426	0.0657937175650655	0.989003891974978
chr4	HAVANA	gene	129984870	130022633	+	ENSMUSG00000028782.14	Adgrb2	protein_coding	0.9958342698154	0.999208009243462	0.961479623233863
chr10	HAVANA	gene	76351263	76442786	-	ENSMUSG00000001151.10	Pcnt	protein_coding	0.995834438918335	0.995109825524572	0.965689109375597
chr7	HAVANA	gene	113513834	113571511	+	ENSMUSG00000030759.16	Far1	protein_coding	0.995834578128096	0.993262964754955	0.959347345632416
chr9	HAVANA	gene	119925257	119937565	-	ENSMUSG00000032513.8	Gorasp1	protein_coding	0.995834697409969	0.998121910961294	0.959772086947788
chr15	HAVANA	gene	44428092	44438256	+	ENSMUSG00000022338.7	Eny2	protein_coding	0.995835028758105	0.99786344613004	0.960521513216735
chr15	HAVANA	gene	44671856	44788063	-	ENSMUSG00000022340.15	Sybu	protein_coding	0.995835432038325	0.99399874016265	0.994065128238128
chr4	HAVANA	gene	107253593	107279938	+	ENSMUSG00000063172.13	Hspb11	protein_coding	0.995836078864281	0.996442622939793	0.988966968283363
chrX	HAVANA	gene	13517080	13851367	-	ENSMUSG00000031012.17	Cask	protein_coding	0.995836462478456	0.911667689918876	0.981411584756364
chr4	HAVANA	gene	134190804	134203004	-	ENSMUSG00000073747.2	RP23-354H24.1	protein_coding	0.995836850402871	0.999655815902315	NA
chr15	HAVANA	gene	99029891	99038110	+	ENSMUSG00000043091.9	Tuba1c	protein_coding	0.995836946052661	0.856950301036001	0.961014705883818
chr12	HAVANA	gene	108334381	108362234	+	ENSMUSG00000021259.5	Cyp46a1	protein_coding	0.995836968885068	0.993156238406405	0.988176485103648
chr8	HAVANA	gene	109591343	109608673	-	ENSMUSG00000031730.18	Dhodh	protein_coding	0.99583698495297	0.995002404652835	0.959308949404636
chr7	HAVANA	gene	43408204	43418358	+	ENSMUSG00000030468.12	Siglecg	protein_coding	0.995837244511417	0.995934965144338	0.960084365750027
chr9	HAVANA	gene	44247307	44251471	-	ENSMUSG00000032105.5	Pdzd3	protein_coding	0.995838865468091	0.976572274483147	0.972534680831856
chr8	HAVANA	gene	83666678	83672753	+	ENSMUSG00000019464.6	Ptger1	protein_coding	0.995838908988247	0.997475532634399	0.972432983119079
chr1	HAVANA	gene	36335730	36369181	-	ENSMUSG00000010453.12	Kansl3	protein_coding	0.995839923840314	0.994749530821885	0.988056668566768
chr12	HAVANA	gene	13436447	13437098	-	ENSMUSG00000113188.1	RP24-85L11.3	processed_pseudogene	0.995840250552041	0.997316827294587	0.981587371614164
chr7	HAVANA	gene	30421732	30428746	+	ENSMUSG00000036931.15	Nfkbid	protein_coding	0.995840537124743	0.999452279567405	0.968560417287945
chr6	HAVANA	gene	48647234	48660875	+	ENSMUSG00000064262.7	Gimap8	protein_coding	0.995840601518066	0.997480749345838	0.965812963874514
chr5	HAVANA	gene	142852616	142853199	-	ENSMUSG00000082308.1	AC144818.2	processed_pseudogene	0.995840849150177	NA	0.961680975484318
chrX	HAVANA	gene	152336852	152342425	-	ENSMUSG00000041096.13	Tspyl2	protein_coding	0.995841049442977	0.997777587073658	0.961420366730221
chr11	HAVANA	gene	120185400	120189852	-	ENSMUSG00000075389.3	RP23-37J21.6	processed_transcript	0.995841064698931	0.993003480759533	0.99435644275034
chr5	HAVANA	gene	35697180	35739987	-	ENSMUSG00000036553.16	Sh3tc1	protein_coding	0.995841284301732	0.99588270444301	0.959399834999449
chr7	HAVANA	gene	141392199	141402968	+	ENSMUSG00000025503.5	Taldo1	protein_coding	0.995841573179137	0.987780033623531	0.960634290297044
chr15	HAVANA	gene	82992973	83033306	-	ENSMUSG00000058099.16	Nfam1	protein_coding	0.995841708353095	0.970860607023742	0.97646859659779
chr10	HAVANA	gene	100015630	100100416	+	ENSMUSG00000019966.18	Kitl	protein_coding	0.995841727757451	0.996888453968519	0.959691288554448
chr6	HAVANA	gene	143010920	143100141	-	ENSMUSG00000030279.15	C2cd5	protein_coding	0.995841851572121	0.998715568891439	0.961189061176352
chr12	HAVANA	gene	69803750	69893200	-	ENSMUSG00000034761.15	Map4k5	protein_coding	0.99584185518852	0.998633304634452	0.966397442868656
chr3	HAVANA	gene	87796951	87816101	+	ENSMUSG00000005640.11	Insrr	protein_coding	0.995842096957437	0.976755045635264	0.994034396803621
chr3	HAVANA	gene	68902267	68902758	-	ENSMUSG00000093402.1	RP24-399B3.2	processed_pseudogene	0.995842519503957	0.99701344742961	0.96093603247858
chr1	HAVANA	gene	20057779	20618064	-	ENSMUSG00000043760.16	Pkhd1	protein_coding	0.99584265867707	0.993426353594756	0.959493594987518
chr11	HAVANA	gene	29692947	29744331	+	ENSMUSG00000020458.16	Rtn4	protein_coding	0.995842853525458	0.98776755429418	0.961190606352106
chr8	HAVANA	gene	65028417	65037336	-	ENSMUSG00000079042.10	Apela	protein_coding	0.995843059497373	0.957499277964391	0.958967203453029
chr16	ENSEMBL	gene	85858170	85901125	-	ENSMUSG00000022894.5	Adamts5	protein_coding	0.995843950790425	0.998710863260018	0.96093176491911
chrX	HAVANA	gene	152016428	152062694	+	ENSMUSG00000041133.11	Smc1a	protein_coding	0.995844239491462	0.995112780345323	0.966235783810034
chr3	HAVANA	gene	94497544	94582716	-	ENSMUSG00000028136.15	Snx27	protein_coding	0.99584426050621	0.789882582229003	0.980199200795827
chr11	HAVANA	gene	98551097	98558665	+	ENSMUSG00000017195.15	Zpbp2	protein_coding	0.995844534133062	NA	0.968658566652341
chr5	HAVANA	gene	104435118	104441050	+	ENSMUSG00000029304.14	Spp1	protein_coding	0.995846313638739	0.998670530816769	0.966334820028588
chr2	HAVANA	gene	11409031	11410030	-	ENSMUSG00000082424.4	RP23-428M4.1	processed_pseudogene	0.995846449199715	NA	0.978972270188555
chr2	HAVANA	gene	153227759	153241426	-	ENSMUSG00000051413.17	Plagl2	protein_coding	0.995846777353631	0.993262635504721	0.960308295739868
chr11	HAVANA	gene	85886422	85916097	+	ENSMUSG00000000094.12	Tbx4	protein_coding	0.995847011435755	0.994446672958662	NA
chr10	HAVANA	gene	127660918	127668568	-	ENSMUSG00000025402.12	Nab2	protein_coding	0.99584882997933	0.875570182978213	0.9686776087996
chr11	HAVANA	gene	119307768	119345375	+	ENSMUSG00000013483.14	Card14	protein_coding	0.995849011899605	0.998073769336844	0.960009603040592
chrX	HAVANA	gene	16709282	16817366	-	ENSMUSG00000040147.14	Maob	protein_coding	0.995849371589522	0.997932990782537	0.961445435026242
chr3	HAVANA	gene	119709516	119709861	+	ENSMUSG00000106037.1	RP23-235E15.1	processed_pseudogene	0.995850346841016	0.996248390092711	0.960884424856289
chr13	HAVANA	gene	95024301	95024900	+	ENSMUSG00000113070.1	RP24-494I18.6	antisense	0.995850467086566	0.995521676524853	NA
